127.0.0.1 - - [19/Apr/2023:09:02:32 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:02:33 +0900] "GET /BBS/write.jsp HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:02:33 +0900] "GET /BBS/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:02:33 +0900] "GET /BBS/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:10:35 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:10:46 +0900] "GET /BBS/bbs.jsp?pageNumber=2 HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:10:47 +0900] "GET /BBS/bbs.jsp?pageNumber=1 HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:14 +0900] "GET /BBS/bbs.jsp?pageNumber=1 HTTP/1.1" 200 4133
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:24 +0900] "GET /BBS/view.jsp?bbsID=12 HTTP/1.1" 200 2795
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:27 +0900] "GET /BBS/login.jsp HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:32 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:33 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1511
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:34 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:35 +0900] "GET /BBS/view.jsp?bbsID=14 HTTP/1.1" 200 2907
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:36 +0900] "GET /BBS/deleteAction.jsp?bbsID=14 HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:39 +0900] "GET /BBS/update.jsp?bbsID=14 HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:13:42 +0900] "POST /BBS/updateAction.jsp?bbsID=14 HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:14:16 +0900] "GET /BBS/update.jsp?bbsID=14 HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:26:13 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:26:24 +0900] "GET /BBS/write.jsp HTTP/1.1" 200 2311
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:26:34 +0900] "POST /BBS/writeAction.jsp HTTP/1.1" 200 244
0:0:0:0:0:0:0:1 - - [19/Apr/2023:09:26:34 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 4106
